MOD_LAI,RF_LAI,SAI,Nature
0.0,1.7997474942088247,0.7183099696873195,1.7163826616857347
0.0,2.0219703242091764,0.7183099696873195,1.6989579193357065
0.0,2.2583877870942195,0.7183099696873195,1.9524354729163365
0.0,2.9293099461588903,0.7183099696873195,2.8636710101666965
0.0,3.4861632644257927,0.7183099696873195,3.803151886298769
0.0,3.9124131346728013,0.7183099696873195,4.3756997900761565
0.0,3.9507048332802577,0.7183099696873195,4.408999955033475
0.0,3.6324409412737815,0.7183099696873195,4.122700446939098
0.0,3.0669441362894507,0.7183099696873195,3.484346625384526
0.0,2.5361235917999605,0.7183099696873195,2.6925666450274544
0.0,2.198158114694443,0.7183099696873195,2.1530163484013776
0.0,2.1425895733286335,0.7183099696873195,1.9827806750972843
