MOD_LAI,RF_LAI,SAI,Nature
0.0,2.396769666768287,0.9814326830365012,1.7807832585020376
0.0,2.3992783149950654,0.9292313411702406,1.9055310570790247
0.0,2.40385690144109,0.9292313411702406,2.0996213605946785
0.0,2.9068762364245466,0.9292313411702406,2.542654045508684
0.0,3.649777160946486,0.9292313411702406,2.8663904674377476
0.0,4.5744710412173974,0.9292313411702406,3.335526621642369
0.0,5.082172571516711,0.9292313411702406,3.768727373801844
0.0,5.110772376436324,0.9292313411702406,3.9595011190765996
0.0,4.1048793893121704,0.967562164147197,3.5736495363980754
0.0,3.375572898002325,0.9292313411702406,3.15945333484065
0.0,3.110047060806495,0.9292313411702406,3.1995199130136154
0.0,3.430403691671049,0.9292313411702406,3.4122921828094785
