MOD_LAI,RF_LAI,SAI,Nature
0.0,0.5017764619515755,0.8927286859994179,0.42550066039017215
0.15714286,0.601699287396778,0.8927286859994179,0.5247367134806457
0.67741936,0.8357100113354662,0.8927286859994179,0.7704447631174548
1.5533333,1.7619305643201832,0.8927286859994179,1.6214216460896802
2.3903227,3.02828224102767,0.8927286859994179,3.1477904088959567
2.8666666,4.329679346309679,0.8927286859994179,4.688975152809097
2.7967741,4.910007772996798,0.8927286859994179,5.4839133514632055
2.8225806,4.839607621696595,0.8927286859994179,5.234616556572009
2.77,4.077574798133042,0.8927286859994179,3.9830483525282405
1.8129033,2.7255815685884404,1.1223609577720097,2.5668210136679206
1.06,1.499078443818881,1.1744320412707845,1.278411268407807
0.63870966,0.8639613035681306,0.9047745907607674,0.9105551297435474
