MOD_LAI,RF_LAI
1.0258064,0.0
0.9035714,0.0
0.9580645,0.0
0.97333336,0.0
0.8032258,0.0
0.7,0.0
0.7645161,0.0
0.91290325,0.0
0.9033333,0.0
1.1032258,0.0
1.2333333,0.0
1.116129,0.0
1.2548387,0.0
0.83928573,0.0
0.7419355,0.0
0.67333335,0.0
0.5516129,0.0
0.51666665,0.0
0.5096774,0.0
0.5096774,0.0
0.66,0.0
0.8516129,0.0
1.2666667,0.0
1.1967742,0.0
1.0258064,0.0
1.0,0.0
0.9741936,0.0
0.81333333,0.0
0.62580645,0.0
0.6,0.0
0.6,0.0
0.63548386,0.0
0.87666667,0.0
1.3032258,0.0
1.1266667,0.0
1.2258065,0.0
1.2483871,0.0
1.1714286,0.0
0.7903226,0.0
0.82666665,0.0
0.67741936,0.0
0.73,0.0
0.71935487,0.0
0.6483871,0.0
0.7033333,0.0
0.8516129,0.0
1.0466666,0.0
1.1,0.0
1.1,0.0
0.99285716,0.0
0.9,0.0
0.87333333,0.0
0.7516129,0.0
0.7,0.0
0.67419356,0.0
0.8483871,0.0
0.8433333,0.0
0.87741935,0.0
1.0466666,0.0
1.1516129,0.0
1.1,0.0
1.0892857,0.0
0.87741935,0.0
0.64666665,0.0
0.6,0.0
0.6166667,0.0
0.62258065,0.0
0.7354839,0.0
0.8566667,0.0
0.9516129,0.0
1.12,0.0
1.3193549,0.0
1.1516129,0.0
1.1,0.0
1.0935484,0.0
0.97333336,0.0
0.8516129,0.0
0.73,0.0
0.7129032,0.0
0.8096774,0.0
0.9,0.0
0.9,0.0
0.94666666,0.0
1.0419354,0.0
1.1,0.0
0.99285716,0.0
0.7580645,0.0
0.67333335,0.0
0.4516129,0.0
0.30333334,0.0
0.3,0.0
0.33548388,0.0
0.46,0.0
0.6,0.0
0.7,0.0
0.7677419,0.0
0.82580644,0.0
0.8,0.0
0.8,0.0
0.72,0.0
0.67741936,0.0
0.6,0.0
0.63870966,0.0
0.7096774,0.0
0.8,0.0
0.82580644,0.0
1.0666667,0.0
1.2677419,0.0
1.1516129,0.0
1.1,0.0
1.0096774,0.0
0.8466667,0.0
0.7258065,0.0
0.71666664,0.0
0.7741935,0.0
0.92258066,0.0
1.0566666,0.0
1.1,0.0
1.1,0.0
1.1,0.0
1.1,0.0
1.0607142,0.0
1.0064516,0.0
1.0466666,0.0
0.7225807,0.0
0.82666665,0.0
0.7612903,0.0
0.7354839,0.0
0.91333336,0.0
1.0774194,0.0
1.2733333,0.0
1.1225806,0.0
0.92580646,0.0
0.9,0.0
0.9,0.0
0.87333333,0.0
0.67741936,0.0
0.5733333,0.0
0.6,0.0
0.6,0.0
0.74333334,0.0
1.0548387,0.0
1.1533333,0.0
1.1,0.0
1.2741935,0.0
1.2892857,0.0
1.1483871,0.0
1.2533333,0.0
0.9032258,0.0
0.8,0.0
0.89032257,0.0
0.9354839,0.0
1.1733333,0.0
1.4258064,0.0
1.4533334,0.0
1.2903225,0.0
1.1774193,0.0
1.1,0.0
1.0096774,0.0
0.8466667,0.0
0.7258065,0.0
0.7,0.0
0.7,0.0
0.7612903,0.0
0.9166667,0.0
1.0741936,0.0
1.2533333,0.0
1.1838709,0.0
1.1,0.0
1.0607142,0.0
0.9935484,0.0
0.9266667,0.0
0.7774193,0.0
0.7,0.0
0.7516129,0.0
0.82258064,0.0
0.9266667,0.0
0.92580646,0.0
1.28,0.0
1.132258,0.0
1.1741935,0.0
1.1785715,0.0
0.9935484,0.0
0.82,0.0
0.7,0.0
0.71666664,0.0
0.7096774,0.0
0.7096774,0.0
0.83,0.0
1.0806452,0.0
1.1533333,0.0
1.1258065,0.0
1.1258065,0.0
1.0214286,0.0
0.86774194,0.0
0.8,0.0
0.7,0.0
0.60333335,0.0
0.6,0.0
0.67096776,0.0
0.8833333,0.0
0.9774194,0.0
1.1,0.0
1.1,0.0
1.1,0.0
1.0892857,0.0
1.0,0.0
0.92,0.0
0.7516129,0.0
0.7,0.0
0.7129032,0.0
0.716129,0.0
0.97333336,0.0
1.0,0.0
1.1,0.0
1.1,0.0
1.1,0.0
1.0607142,0.0
0.9032258,0.0
0.62,0.0
0.7258065,0.0
0.7,0.0
0.66129035,0.0
0.6870968,0.0
0.81333333,0.0
0.9516129,0.0
1.0733334,0.0
1.1,0.0
1.1,0.0
0.96428573,0.0
0.8096774,0.0
0.67333335,0.0
0.6,0.0
0.68666667,0.0
0.67096776,0.0
0.60967743,0.0
0.76,0.0
0.9774194,0.0
1.0733334,0.0
1.083871,0.0
0.9774194,0.0
0.9,0.0
0.86774194,0.0
0.72,0.0
0.6,0.0
0.6,0.0
0.6,0.0
0.67096776,0.0
0.83666664,0.0
1.2290323,0.0
1.1266667,0.0
1.1,0.0
1.1,0.0
1.0607142,0.0
0.9935484,0.0
0.8466667,0.0
0.67741936,0.0
0.6,0.0
0.63870966,0.0
0.7354839,0.0
0.83,0.0
0.9774194,0.0
1.1,0.0
1.1,0.0
1.1,0.0
1.0607142,0.0
0.9935484,0.0
0.87333333,0.0
0.8,0.0
0.8,0.0
0.7870968,0.0
0.7612903,0.0
0.83,0.0
0.92580646,0.0
1.0466667,0.0
1.1,0.0
