MOD_LAI,RF_LAI
0.4032258,0.0
0.36785713,0.0
0.5483871,0.0
1.3666667,0.0
3.5612903,0.0
5.21,0.0
5.4096775,0.0
4.854839,0.0
3.71,0.0
1.9032258,0.0
0.86,0.0
0.7096774,0.0
0.57741934,0.0
0.5964286,0.0
0.87096775,0.0
1.68,0.0
3.2612903,0.0
4.45,0.0
5.6064515,0.0
5.3741937,0.0
3.3033333,0.0
1.583871,0.0
0.8333333,0.0
0.4032258,0.0
0.3,0.0
0.44642857,0.0
0.7032258,0.0
1.6133333,0.0
3.4548388,0.0
4.6666665,0.0
5.4741936,0.0
5.33871,0.0
3.55,0.0
2.0903225,0.0
0.93333334,0.0
0.6967742,0.0
0.5032258,0.0
0.3607143,0.0
0.47419354,0.0
1.8266667,0.0
4.451613,0.0
5.5066667,0.0
5.677419,0.0
5.883871,0.0
4.95,0.0
3.364516,0.0
1.26,0.0
0.64193547,0.0
0.42903227,0.0
0.23214285,0.0
0.20645161,0.0
0.5933333,0.0
2.532258,0.0
5.38,0.0
5.9,0.0
5.8645163,0.0
5.536667,0.0
3.7580645,0.0
1.3266667,0.0
0.7064516,0.0
0.30322582,0.0
0.2,0.0
0.32903227,0.0
1.0266666,0.0
3.4387097,0.0
5.8533335,0.0
5.748387,0.0
4.3774195,0.0
3.03,0.0
2.096774,0.0
0.98,0.0
0.29677418,0.0
0.22258064,0.0
0.23214285,0.0
0.31612903,0.0
1.6,0.0
4.3774195,0.0
5.613333,0.0
6.5,0.0
5.9774194,0.0
3.6366668,0.0
2.348387,0.0
1.14,0.0
0.8064516,0.0
0.8516129,0.0
0.73214287,0.0
1.0419354,0.0
2.2933333,0.0
3.9548388,0.0
5.57,0.0
5.8290324,0.0
4.903226,0.0
3.1933334,0.0
1.6580645,0.0
0.88666666,0.0
0.64193547,0.0
0.5225806,0.0
0.5321429,0.0
0.5645161,0.0
0.94,0.0
2.1774194,0.0
4.2433333,0.0
5.4451613,0.0
5.629032,0.0
3.6766667,0.0
2.4645162,0.0
1.08,0.0
0.3548387,0.0
0.2,0.0
0.21071428,0.0
0.32580644,0.0
0.7266667,0.0
3.2967741,0.0
5.9733334,0.0
6.2,0.0
6.0741935,0.0
5.016667,0.0
2.5677419,0.0
1.0,0.0
1.6419355,0.0
1.7193549,0.0
0.4892857,0.0
0.28387097,0.0
0.94,0.0
3.596774,0.0
5.9666667,0.0
6.048387,0.0
6.209677,0.0
6.2066665,0.0
2.1967742,0.0
0.6066667,0.0
0.7032258,0.0
0.7548387,0.0
0.39642859,0.0
0.46774194,0.0
1.7533333,0.0
4.2,0.0
5.34,0.0
5.7806454,0.0
5.9903226,0.0
5.36,0.0
2.9387097,0.0
1.1933334,0.0
0.6451613,0.0
0.57419354,0.0
0.475,0.0
0.5516129,0.0
1.0066667,0.0
3.6548388,0.0
6.036667,0.0
6.167742,0.0
5.3258066,0.0
4.423333,0.0
3.064516,0.0
1.3066666,0.0
0.5032258,0.0
0.3516129,0.0
0.3,0.0
0.48064515,0.0
1.9266666,0.0
4.0064516,0.0
5.2733335,0.0
5.819355,0.0
5.729032,0.0
4.463333,0.0
2.1451614,0.0
0.7133333,0.0
0.41612902,0.0
0.3483871,0.0
0.56785715,0.0
0.6935484,0.0
1.5933334,0.0
4.145161,0.0
5.3966665,0.0
5.6,0.0
5.748387,0.0
5.4666667,0.0
3.5935483,0.0
1.48,0.0
0.85806453,0.0
0.42903227,0.0
0.27142859,0.0
0.32580644,0.0
1.4466667,0.0
4.496774,0.0
5.6433334,0.0
5.9903226,0.0
5.8290324,0.0
4.5633335,0.0
2.348387,0.0
0.9866667,0.0
0.84193546,0.0
0.7774193,0.0
0.6892857,0.0
1.0,0.0
2.1866667,0.0
2.032258,0.0
1.8566667,0.0
3.3193548,0.0
4.9258065,0.0
3.4933333,0.0
1.7064517,0.0
1.0066667,0.0
0.7903226,0.0
0.5258064,0.0
0.57857144,0.0
0.8096774,0.0
0.9866667,0.0
3.5677419,0.0
6.7033334,0.0
6.5387096,0.0
6.193548,0.0
4.8233333,0.0
2.9967742,0.0
1.1266667,0.0
0.58064514,0.0
0.6,0.0
0.28928572,0.0
0.29354838,0.0
1.42,0.0
3.5612903,0.0
5.7633333,0.0
6.0741935,0.0
5.748387,0.0
4.9533334,0.0
2.9419355,0.0
1.1466666,0.0
0.8,0.0
0.47741935,0.0
0.47857141,0.0
0.7741935,0.0
1.06,0.0
2.348387,0.0
4.6966667,0.0
5.66129,0.0
5.5935483,0.0
5.13,0.0
3.4935484,0.0
1.4333333,0.0
0.83225805,0.0
0.87419355,0.0
0.88928574,0.0
0.9548387,0.0
1.8933333,0.0
4.3903227,0.0
5.78,0.0
6.0935483,0.0
6.516129,0.0
4.9266667,0.0
2.419355,0.0
1.08,0.0
0.56774193,0.0
0.32580647,0.0
0.37857142,0.0
0.4935484,0.0
0.88,0.0
3.3774195,0.0
5.5666666,0.0
5.7000003,0.0
5.548387,0.0
4.79,0.0
3.3,0.0
1.4066666,0.0
0.7419355,0.0
1.0290322,0.0
0.6964286,0.0
0.3870968,0.0
1.0333333,0.0
4.254839,0.0
5.7966666,0.0
5.6064515,0.0
5.316129,0.0
4.6933336,0.0
2.8,0.0
1.1466666,0.0
0.88387096,0.0
